id,date,user,pc,to,cc,bcc,from,activity,size,attachments,content
{X3X7-Q8NX56UF-9107LPJT},01/04/2010 11:50:06,HYF1048,PC-8684,Lani.Odette.Reed@dtaa.com;Felix.Declan.Daugherty@dtaa.com,Noelle.Melissa.Peck@dtaa.com,,Hyatt.Yardley.Fuller@dtaa.com,Send,26406,,"Playford called Labor ""our Opposition"", in comparison to opponents in his party, which he decried as being ""critical without being helpful"". Three years later he went to the High Court in an attempt to have Canberra pay for the standardisation of the gauge on the Broken Hill-Port Pirie railway. At one point, a visibly angry Premier Butler interjected after Playford attacked the members of the Employment Promotion Council. As there were around three times as many city-dwellers as rural South Australians over the next three decades, rural voters effectively had a disproportionate influence by a factor of six."
{Y9U7-V5AX50LC-9381GFPW},01/04/2010 08:26:16,PJC1252,PC-7983,Pamela.Julie.Case@dtaa.com,,,Martena.L.Holland@boeing.com,View,31437,,"He remained a Private throughout his military service and was demobbed on 18 June 1946. Australia had only 345 minutes to reach the target, and the local press wrote them off, predicting that they would be dismissed by lunchtime on a deteriorating wicket expected to favor the spin bowlers. The son of a schoolteacher who played for Waverley Cricket Club in Sydney as a fast bowler, Morris was born in 1922 in the Sydney seaside suburb of Bondi and spent his early years in the city. In 1875 the post office in the area changed its name from Mountain Springs to Pettigrew's Mill. By 1956, the building had collapsed, leaving only a small section standing."
{J5R3-V1KZ45CC-6868JLFG},01/04/2010 11:34:16,BZS1344,PC-2985,Buffy.Zelda.Sargent@dtaa.com,,,Thomas.Kyle.Perry@dtaa.com,View,27963,,"From September to December the average temperature in the state falls by approximately 43 ?F (23 ?C), the largest such temperature swing within any Minnesota season. Minnesota has experienced several major derecho events, most recently the Boundary Waters-Canadian Derecho which blew down millions of trees in the Boundary Waters Canoe Area Wilderness on July 4, 1999. Image:MNLadyslipper.jpg|thumb|right|Showy ladyslippers bloom during the summer in Voyageurs National Park. Captain Scarlet has generally been regarded as much ""darker"" in tone compared to Gerry Anderson's earlier sci-fi series, as Andrew Billen noted in the New Statesman when the programme was remade for 2005: ""Whereas Thunderbirds was about rescuing people, Scarlet was about damnation, the soul of a resurrected man being fought for between Captain Scarlet and the equally indestructible Captain Black. Parallels have been drawn between the series and the Cold War."
{P0H1-A1QM17KM-3830PUBA},01/03/2010 13:43:25,AKB2312,PC-0937,Amethyst.Kay.Byers@dtaa.com,,,Roanna.Jayme.Pennington@dtaa.com,View,25486,,"For most of the relief workers, their job was over. Estimates show that up to 500,000 people living in the Combeima, Chinchina, Coello-Toche, and Guali valleys are at risk, with 100,000 individuals being considered to be at high risk. Without proper graphic scaling, it was unclear how big the map's hazard zones really were. The inmates unable to cope with the hard labour and malnutrition were exterminated in large numbers to free space for newly-arrived evacuation transports from other camps, including most of the sub-camps of Mauthausen-Gusen located in eastern Austria. The following day, the guards of Mauthausen were replaced with unarmed Volkssturm soldiers and an improvised unit formed of elderly police officers and fire fighters evacuated from Vienna."
{D7P1-Z4ZC74HL-0202IAXN},01/04/2010 09:51:30,DEL0913,PC-9275,Irene.Kylee.Talley@dtaa.com,,,Derek.Emmanuel.Leblanc@dtaa.com,Send,44661,,"Miles did not normally introduce his literary friends to each other, but before his death he had been forced by circumstance to introduce Manning to the poet Stevie Smith. Miles, a respected and well-connected literary advisor and translator in his late thirties, invited Manning to visit if she were ever in London. Her depiction of Romania led to Fortunes of War being restricted as seditious writing under Romania's Communist government. It was during that period that he again added Radulescu to his surname. His 1858 work, Biblice (""Biblical Writings""), was supposed to form the first of four sections in a Christian history of the world."
{Z3N5-U9JM46ED-1524AEFW},01/04/2010 07:50:39,CLM1874,PC-3622,Cherokee.Latifah.Morrison@dtaa.com,,,RTP279@raytheon.com,View,23172,,"A few days before the scheme came into operation, he wrote in a BBC report that it had been ""shambolically organised"", that the public transport network had insufficient spare capacity to cater for travellers deterred from using their cars in the area by the charge. The reduction of airbone emissions wasn't listed as one of the reasons for introducing the congestion charge. TfL criticised the reports as unrepresentative and that its own statistics reported no effect on business. The gummy bears sold so well that the Bonn-based company had to expand production to a second factory to deal with demand. News of Knut and his life at the zoo was still being reported internationally in late 2007."
{A4H4-X9OC93KE-4010SOPX},01/04/2010 10:52:08,PTO1063,PC-0156,Timon.Duncan.Harrison@dtaa.com;Kendall.Eden.Flynn@dtaa.com;Felix.Declan.Daugherty@dtaa.com,,,Prescott.Thane.Olson@dtaa.com,Send,28484,,"The end of each issue, with the exception of issue twelve, contains supplemental prose pieces written by Moore. Paralleling the way that Ted Kord had a predecessor, Moore also incorporated an earlier adventurer who used the name ""Nite Owl,"" the retired crime fighter Hollis Mason, into Watchmen. Both Moore and Gibbons said DC paid them ""a substantial amount of money"" to retain the rights."
{P2M9-W1VT11GC-0880XTNE},01/04/2010 12:02:12,HKR2901,PC-3264,Hadley.Kathleen.Reynolds@dtaa.com,,,TRD7@lockheedmartin.com,View,21743,,"Contemporaries were grudging in their praise, and William's reputation suffered after the accession of Matilda's son, Henry II, to the English throne. The author of the Gesta Stephani claimed that William was avaricious and hoarded money. Helium is typically produced by separating it from natural gas, and radon is isolated from the radioactive decay of radium compounds. Krypton atoms chemically bound to other nonmetals (hydrogen, chlorine, carbon) as well as some late transition metals (copper, silver, gold) have also been observed, but only either at low temperatures in noble gas matrices, or in supersonic noble gas jets."
{W6K4-T0KU43IR-0606BRSS},01/04/2010 09:38:14,CAM2468,PC-3148,Avram.Gregory.Shaw@dtaa.com;Hanae.Haviva.Wilkins@dtaa.com,,,Connor.Abel.Mcdowell@dtaa.com,Send,3052593,C:\2NVYSW34.pdf(363777);C:\DAH8MTND.doc(1779441);C:\CAM2468\TNQY3VAM.doc(877269),"Bring on your arrows or your guns."" However, this secret transport did not long remain hidden from enemy eyes. On arriving in the vicinity on 24 January, a local reported that another 22 Japanese had arrived. Australian and Papuan troops advanced along the coast of the Huon Peninsula, employing infantry, tanks, and air strikes against the Japanese positions, which were generally sited at creek crossings in the jungle."
{M4I4-H5PD92IW-8918JQIW},01/04/2010 08:02:46,PCS1747,PC-3979,Chelsea.Madeline.Sanders@dtaa.com;Mariam.Eve.Morrow@dtaa.com,Aurelia.Fredericka.Haley@dtaa.com,,Preston.Coby.Sherman@dtaa.com,Send,24061,,"Ben Sisario, author of Doolittle 33?, offers a slightly different interpretation of the song: ""Neptune, the god of this realm [in reference to Francis' ocean comment], the 'underwater guy who controlled the sea,' hung out down there, the personification of man's relationship with the earth. The song would later be re-recorded by Black Francis and released on his 2004 album Frank Black Francis."
{A5J4-R1ZP93NG-3886ATVO},01/04/2010 08:12:49,AVC2328,PC-0542,Asher.Victor.Campbell@dtaa.com,,,Brynn.Jade.Mooney@dtaa.com,View,21649,,"NORG is more concerned about the revenue acquired by SeeD as a mercenary organization rather than its noble duty of opposing the Sorceress; he is considered a ""black sheep"" of the Shumi tribe. This approach led to the inclusion of numerous instances of internal monologue, giving insight into what Squall thinks of other characters and recent developments. The nest is so tightly woven that it can hold water, and it is possible for nestlings to drown following a rainstorm if the parents do not cover the nest. The migration is completed in compact flocks, which travel in an erratic, wavelike flight pattern."
{F4O6-K7DZ61GQ-9727CCBY},01/04/2010 12:10:58,ARC1223,PC-1261,Adam.Ryder.Cummings@dtaa.com,,,Azalia_Avila@raytheon.com,View,27895,,"Both of the destroyers were sunk, and German torpedo boats stopped to pick up survivors. This caused a great deal of confusion, and nearly resulted in several collisions. Following Konig{'}s return from the Baltic, the ship was tasked with guard duties in the North Sea and with providing support for minesweepers. Wolfram Graf-Rudolf, the director of the Aachen Zoo, agreed with Albrecht and stated that the zookeepers ""should have had the courage to let the bear die"" after it was rejected, arguing that the bear will ""die a little"" every time it is separated from its caretaker. On 31 December 2007, the zoo's director confirmed the zoo had received a proposal for a film deal from Hollywood film producer Ash R. Shah, whose films include Supernova and Shark Bait, to make an animated film about the bear's life."
{L8X2-H8NZ08TF-5107UUTJ},01/04/2010 08:37:57,FTS0246,PC-0884,Luke.Peter.Weeks@dtaa.com,Fuller.Taylor.Spears@dtaa.com,,Fuller.Taylor.Spears@dtaa.com,Send,683526,C:\FTS0246\803Z07MP.doc(18714);C:\FTS0246\QJO063BT.txt(635214),"In deposit, such as with a spore print, the spores of S. spraguei appear olive-brown in color, although this changes to clay or tawny-olive after drying. The stalk bears a grayish cottony ring, and is typically covered with soft hairs or scales. The results also suggested that S. spraguei prefers to produce fruit bodies in areas with low litter accumulation, a finding corroborated in a later publication. Its taste is not distinctive, although the odor has been described as ""slightly fruity"". Although it turns a blackish color when cooked, some consider it choice, and ""among the better edibles in the genus Suillus."""
{T9X6-R0JL87TW-4701IFES},01/04/2010 11:30:49,HYP1591,PC-6703,Hayfa.Yoko.Phillips@dtaa.com,,,Kieran.Arthur.Berger@dtaa.com,View,28987,,"A notable failure of the observers, including McClellan, was that they neglected to explain the importance of the emergence of rifled muskets in the Crimean War, and how that would require fundamental changes in tactics for the coming Civil War. Although McClellan was meticulous in his planning and preparations, these characteristics may have hampered his ability to challenge aggressive opponents in a fast-moving battlefield environment. McClellan continued to believe intelligence reports that credited the Confederates with two or three times the men they actually had. In October 1918, he returned to Australia at the invitation of the Prime Minister of Australia to assist in recruitment. With the commencement of the German Spring Offensive of 1918, the 12th Battalion assisted in repulsing the assault in the months of March and April."
{T1L7-W3JT52HZ-1117VXMN},01/04/2010 08:35:33,JSG3377,PC-5011,Jacqueline.Stephanie.Gross@dtaa.com,,,Jermaine_Barker@harris.com,View,24124,,"When Flocke was born at the Nuremberg Zoo in December 2007 under similar circumstances, Bild dubbed her Mrs. Knut, suggesting that the two German-born polar bears might become mates when they matured. On 23 March 2007, Knut was presented to the public for the first time. Many readers took the lyrics out of context, and New Orleans' then-Fox affiliate, WNOL-TV (then-owned by musician Quincy Jones; the Fox affiliation for the area later moved to WVUE), received about one hundred complaints on the day the episode aired. Jeff Martin, the writer of the episode, had meant the song to be a parody of the opening number in Sweeney Todd, which speaks of London in unflattering terms."
